pop,tr,plantID,year,area,log_size,surv,log_size_t0,growth
TopUpper,1,735,2023,48.769908169872416,3.8871134867977446,1,3.6335023113445377,0.2536111754532069
TopUpper,1,735,2024,48.19911184307752,3.875340594394617,1,3.8871134867977446,-0.01177289240312751
TopUpper,1,735,2025,48.19911184307752,3.875340594394617,1,3.875340594394617,0
TopUpper,1,736,2023,30.632741228718345,3.422069411738013,1,3.2768106611635117,0.14525875057450133
TopUpper,1,736,2024,30.132741228718345,3.405612329047532,1,3.422069411738013,-0.016457082690481073
TopUpper,1,736,2025,21.34955592153876,3.061030939530385,1,3.405612329047532,-0.3445813895171468
TopUpper,1,737,2023,46.206634047000584,3.8331233818699704,1,3.986525207859983,-0.1534018259900125
TopUpper,1,737,2024,23.420352248333657,3.1536053985489345,1,3.8331233818699704,-0.6795179833210359
TopUpper,1,737,2025,22.670352248333657,3.121058002481372,1,3.1536053985489345,-0.032547396067562406
TopUpper,1,738,2024,30.632741228718345,3.422069411738013,1,3.388879872618999,0.03318953911901401
TopUpper,1,738,2025,21.27875959474386,3.0577093730538487,1,3.422069411738013,-0.36436003868416433
TopUpper,1,739,2023,59.69468613064179,4.089243006899984,1,4.143829738594821,-0.05458673169483674
TopUpper,1,740,2023,38.73672286269283,3.6567880612848227,1,6.33768673673961,-2.6808986754547877
TopUpper,1,740,2024,38.20132469929538,3.6428701930032874,1,3.6567880612848227,-0.013917868281535295
TopUpper,1,740,2025,47.72654523130833,3.8654877469044937,1,3.6428701930032874,0.2226175539012063
TopUpper,1,741,2023,94.85441817634738,4.552343275964047,1,4.439460260607345,0.11288301535670175
TopUpper,1,741,2024,89.67831250184727,4.496228961702914,1,4.552343275964047,-0.05611431426113267
TopUpper,1,741,2025,73.62278262212912,4.298954524331518,1,4.496228961702914,-0.19727443737139616
TopUpper,1,742,2023,60.5099518241097,4.102807844469803,1,4.178463297097759,-0.07565545262795581
TopUpper,1,742,2024,63.019464845019996,4.143443644465399,1,4.102807844469803,0.04063579999559597
TopUpper,1,742,2025,57.62388980384689,4.05393723525438,1,4.143443644465399,-0.08950640921101893
TopUpper,1,743,2023,42.499111843077515,3.749483177902068,1,3.4336302284835907,0.3158529494184772
TopUpper,1,743,2024,22.34955592153876,3.106806451579799,1,3.749483177902068,-0.6426767263222688
TopUpper,1,744,2023,78.90264939859075,4.368214806484394,1,4.2703778861871315,0.09783692029726243
TopUpper,1,744,2024,73.05751692866122,4.291247034048008,1,4.368214806484394,-0.07696777243638575
TopUpper,1,744,2025,74.48251692866121,4.310564425747201,1,4.291247034048008,0.01931739169919311
TopUpper,1,745,2023,2263.596046727786,7.724709998813312,1,7.759120309244258,-0.03441031043094611
TopUpper,1,745,2024,1241.1647176169874,7.123805506144567,1,7.724709998813312,-0.6009044926687448
TopUpper,1,745,2025,801.8915248287947,6.686973342894175,1,7.123805506144567,-0.43683216325039176
TopUpper,1,746,2023,46.12831551628262,3.8314269808891863,1,3.6086430713671627,0.22278390952202365
TopUpper,1,746,2024,50.340704496667314,3.9188139843781618,1,3.8314269808891863,0.08738700348897543
TopUpper,1,746,2025,51.911500823462205,3.9495403614509024,1,3.9188139843781618,0.030726377072740618
TopUpper,1,747,2023,37.37787369864788,3.621078917013237,1,3.5176028038228306,0.1034761131904065
TopUpper,1,747,2024,45.05751918948772,3.8079398777736015,1,3.621078917013237,0.1868609607603644
TopUpper,1,747,2025,43.48672286269283,3.7724556699577705,1,3.8079398777736015,-0.03548420781583106
TopUpper,1,748,2023,42.05751918948772,3.7390381858789867,1,3.77570637800795,-0.036668192128963106
TopUpper,1,748,2024,46.69911184307752,3.843725146144483,1,3.7390381858789867,0.10468696026549607
TopUpper,1,748,2025,43.12831551628262,3.7641797539332784,1,3.843725146144483,-0.07954539221120438
TopUpper,1,749,2023,42.98672286269283,3.7608912973790445,1,3.454192699029232,0.3066985983498123
TopUpper,1,749,2024,56.482297150257104,4.033927264281722,1,3.7608912973790445,0.2730359669026776
TopUpper,1,749,2025,57.982297150257104,4.060137742409551,1,4.033927264281722,0.02621047812782873
TopUpper,1,750,2023,46.69911184307752,3.843725146144483,1,3.5631556139973815,0.28056953214710134
TopUpper,1,750,2024,46.69911184307752,3.843725146144483,1,3.843725146144483,0
TopUpper,1,750,2025,36.77433388230814,3.6048001529939664,1,3.843725146144483,-0.2389249931505164
TopUpper,1,751,2023,15.066370614359172,2.7124651484875866,1,2.3373711446684475,0.37509400381913904
TopUpper,1,751,2024,17.63716694115407,2.8700084334374365,1,2.7124651484875866,0.15754328494984993
TopUpper,1,751,2025,13.995574287564276,2.6387411573212285,1,2.8700084334374365,-0.231267276116208
TopUpper,1,752,2023,33.20353755551324,3.502656423122993,1,3.2550284612194202,0.24762796190357284
TopUpper,1,752,2024,34.70353755551324,3.5468416286013493,1,3.502656423122993,0.04418520547835625
TopUpper,1,752,2025,37.27433388230814,3.618304990130512,1,3.5468416286013493,0.07146336152916266
TopUpper,1,753,2023,84.54424205218055,4.437274971927799,1,4.306632880347667,0.13064209158013185
TopUpper,1,753,2024,90.25663103256524,4.502657068558949,1,4.437274971927799,0.0653820966311498
TopUpper,1,753,2025,91.75663103256524,4.519139757157623,1,4.502657068558949,0.016482688598673967
TopUpper,1,754,2023,80.04379948093697,4.382573978365702,1,4.05874405914027,0.3238299192254317
TopUpper,1,754,2024,85.40331250184728,4.447384888120123,1,4.382573978365702,0.06481090975442072
TopUpper,1,754,2025,54.23893421169302,3.993398993949651,1,4.447384888120123,-0.45398589417047175
TopUpper,1,755,2024,36.84513020910303,3.6067234581821315,1,3.3156972674620553,0.2910261907200762
TopUpper,1,755,2025,42.05751918948772,3.7390381858789867,1,3.6067234581821315,0.13231472769685526
TopUpper,1,756,2023,50.769908169872416,3.9273038202098323,1,3.5468416286013493,0.38046219160848294
TopUpper,1,756,2024,50.19911184307752,3.915997334172198,1,3.9273038202098323,-0.0113064860376344
TopUpper,1,756,2025,59.553093477052,4.08686824200963,1,3.915997334172198,0.1708709078374322
TopUpper,1,757,2023,71.69026041820607,4.272354900417899,1,3.980673563237426,0.2916813371804734
TopUpper,1,757,2024,70.54866776461628,4.256302794557327,1,4.272354900417899,-0.01605210586057204
TopUpper,1,757,2025,85.18583470577035,4.444835160690713,1,4.256302794557327,0.1885323661333853
TopUpper,1,758,2023,20.207963267948966,3.0060767479079957,1,2.6738433812896605,0.33223336661833525
TopUpper,1,758,2024,24.84955592153876,3.212839882022348,1,3.0060767479079957,0.2067631341143521
TopUpper,1,758,2025,26.991148575128552,3.2955089817053524,1,3.212839882022348,0.08266909968300462
TopUpper,1,759,2023,93.39822368615503,4.536872326704428,1,4.436437233205109,0.10043509349931856
TopUpper,1,759,2024,96.32742735936014,4.567753089876627,1,4.536872326704428,0.03088076317219901
TopUpper,1,759,2025,100.03981633974483,4.605568270139528,1,4.567753089876627,0.03781518026290165
TopUpper,1,760,2023,96.32742735936014,4.567753089876627,1,4.537630044630595,0.030123045246031488
